grid,37.806000,-122.453000,green
grid,37.806000,-122.460000,green
grid,37.800400,-122.460000,green
grid,37.800400,-122.453000,green
grid,37.806000,-122.446000,green
grid,37.800400,-122.446000,green
grid,37.806000,-122.439000,green
grid,37.800400,-122.439000,green
grid,37.806000,-122.432000,green
grid,37.800400,-122.432000,green
grid,37.806000,-122.425000,green
grid,37.800400,-122.425000,green
grid,37.806000,-122.418000,green
grid,37.800400,-122.418000,green
grid,37.806000,-122.411000,green
grid,37.800400,-122.411000,green
grid,37.806000,-122.404000,green
grid,37.800400,-122.404000,green
grid,37.806000,-122.397000,green
grid,37.800400,-122.397000,green
grid,37.806000,-122.390000,green
grid,37.800400,-122.390000,green
grid,37.794800,-122.460000,green
grid,37.794800,-122.453000,green
grid,37.794800,-122.446000,green
grid,37.794800,-122.439000,green
grid,37.794800,-122.432000,green
grid,37.794800,-122.425000,green
grid,37.794800,-122.418000,green
grid,37.794800,-122.411000,green
grid,37.794800,-122.404000,green
grid,37.794800,-122.397000,green
grid,37.794800,-122.390000,green
grid,37.789200,-122.460000,green
grid,37.789200,-122.453000,green
grid,37.789200,-122.446000,green
grid,37.789200,-122.439000,green
grid,37.789200,-122.432000,green
grid,37.789200,-122.425000,green
grid,37.789200,-122.418000,green
grid,37.789200,-122.411000,green
grid,37.789200,-122.404000,green
grid,37.789200,-122.397000,green
grid,37.789200,-122.390000,green
grid,37.783600,-122.460000,green
grid,37.783600,-122.453000,green
grid,37.783600,-122.446000,green
grid,37.783600,-122.439000,green
grid,37.783600,-122.432000,green
grid,37.783600,-122.425000,green
grid,37.783600,-122.418000,green
grid,37.783600,-122.411000,green
grid,37.783600,-122.404000,green
grid,37.783600,-122.397000,green
grid,37.783600,-122.390000,green
grid,37.778000,-122.460000,green
grid,37.778000,-122.453000,green
grid,37.778000,-122.446000,green
grid,37.778000,-122.439000,green
grid,37.778000,-122.432000,green
grid,37.778000,-122.425000,green
grid,37.778000,-122.418000,green
grid,37.778000,-122.411000,green
grid,37.778000,-122.404000,green
grid,37.778000,-122.397000,green
grid,37.778000,-122.390000,green
grid,37.772400,-122.460000,green
grid,37.772400,-122.453000,green
grid,37.772400,-122.446000,green
grid,37.772400,-122.439000,green
grid,37.772400,-122.432000,green
grid,37.772400,-122.425000,green
grid,37.772400,-122.418000,green
grid,37.772400,-122.411000,green
grid,37.772400,-122.404000,green
grid,37.772400,-122.397000,green
grid,37.772400,-122.390000,green
grid,37.766800,-122.460000,green
grid,37.766800,-122.453000,green
grid,37.766800,-122.446000,green
grid,37.766800,-122.439000,green
grid,37.766800,-122.432000,green
grid,37.766800,-122.425000,green
grid,37.766800,-122.418000,green
grid,37.766800,-122.411000,green
grid,37.766800,-122.404000,green
grid,37.766800,-122.397000,green
grid,37.766800,-122.390000,green
grid,37.761200,-122.460000,green
grid,37.761200,-122.453000,green
grid,37.761200,-122.446000,green
grid,37.761200,-122.439000,green
grid,37.761200,-122.432000,green
grid,37.761200,-122.425000,green
grid,37.761200,-122.418000,green
grid,37.761200,-122.411000,green
grid,37.761200,-122.404000,green
grid,37.761200,-122.397000,green
grid,37.761200,-122.390000,green
grid,37.755600,-122.460000,green
grid,37.755600,-122.453000,green
grid,37.755600,-122.446000,green
grid,37.755600,-122.439000,green
grid,37.755600,-122.432000,green
grid,37.755600,-122.425000,green
grid,37.755600,-122.418000,green
grid,37.755600,-122.411000,green
grid,37.755600,-122.404000,green
grid,37.755600,-122.397000,green
grid,37.755600,-122.390000,green
grid,37.750000,-122.460000,green
grid,37.750000,-122.453000,green
grid,37.750000,-122.446000,green
grid,37.750000,-122.439000,green
grid,37.750000,-122.432000,green
grid,37.750000,-122.425000,green
grid,37.750000,-122.418000,green
grid,37.750000,-122.411000,green
grid,37.750000,-122.404000,green
grid,37.750000,-122.397000,green
grid,37.750000,-122.390000,green
