1,37.781470,-122.458820,1213034338
1,37.781070,-122.458810,1213034281
1,37.778230,-122.458630,1213034216
1,37.774670,-122.454600,1213034161
1,37.772830,-122.447510,1213034063
1,37.772620,-122.445820,1213033995
1,37.765110,-122.442120,1213033870
1,37.763470,-122.435790,1213033810
1,37.764810,-122.423880,1213033690
1,37.765120,-122.419760,1213033631
2,37.765150,-122.416550,1213029747
2,37.765160,-122.416550,1213029718
2,37.765000,-122.420010,1213029657
2,37.763220,-122.421690,1213029604
2,37.756700,-122.421050,1213029477
2,37.753660,-122.421670,1213029413
2,37.752770,-122.434170,1213029243
2,37.751420,-122.433730,1213029170
3,37.617940,-122.386140,1213027818
3,37.642790,-122.406260,1213027532
3,37.656590,-122.406450,1213027469
3,37.679260,-122.388520,1213027369
3,37.692410,-122.391520,1213027327
3,37.705870,-122.394530,1213027267
3,37.724740,-122.401780,1213027085
3,37.736610,-122.407590,1213026970
3,37.743290,-122.406340,1213026911
3,37.751160,-122.403240,1213026841
3,37.764760,-122.405160,1213026774
3,37.769500,-122.414940,1213026720
3,37.773360,-122.423900,1213026653
3,37.775110,-122.424260,1213026601
3,37.776220,-122.422960,1213026542
3,37.785650,-122.424740,1213026422
3,37.787820,-122.427310,1213026356
3,37.786960,-122.434020,1213026292
3,37.786100,-122.440680,1213026231
3,37.785920,-122.442320,1213026175
3,37.785210,-122.447070,1213026116
3,37.784600,-122.449580,1213026054
3,37.784650,-122.451930,1213026047
4,37.778670,-122.452090,1213025591
4,37.778260,-122.450410,1213025475
4,37.771780,-122.445650,1213025294
4,37.763430,-122.436090,1213025070
4,37.760990,-122.434950,1213025002
5,37.769130,-122.403040,1213023949
5,37.769870,-122.404060,1213023881
5,37.771490,-122.405710,1213023817
5,37.772880,-122.407500,1213023758
5,37.774430,-122.409380,1213023700
5,37.776350,-122.411830,1213023636
5,37.779170,-122.415000,1213023580
5,37.783320,-122.415900,1213023526
5,37.784580,-122.416160,1213023488
5,37.785890,-122.416360,1213023425
5,37.790260,-122.417260,1213023364
5,37.792920,-122.417870,1213023307
5,37.796610,-122.418540,1213023251
5,37.797220,-122.420360,1213023183
5,37.800030,-122.420870,1213023131
6,37.790340,-122.421900,1213022782
6,37.790580,-122.420510,1213022739
6,37.791000,-122.417220,1213022679
6,37.791570,-122.413140,1213022619
6,37.792050,-122.407400,1213022559
7,37.797110,-122.395010,1213022260
7,37.795080,-122.393610,1213022199
7,37.794400,-122.392970,1213022142
7,37.793920,-122.395500,1213022009
7,37.793830,-122.396720,1213021955
7,37.795200,-122.398750,1213021894
7,37.794640,-122.403120,1213021836
7,37.796610,-122.404950,1213021790
7,37.797610,-122.408430,1213021715
7,37.796200,-122.423540,1213021597
7,37.799950,-122.424330,1213021541
7,37.801100,-122.424610,1213021478
8,37.790990,-122.412600,1213020284
8,37.791000,-122.413560,1213020239
9,37.784140,-122.403940,1213019820
9,37.783360,-122.405620,1213019761
9,37.778520,-122.411790,1213019714
9,37.774990,-122.416110,1213019645
9,37.773090,-122.418270,1213019579
9,37.772500,-122.418720,1213019519
9,37.769960,-122.420050,1213019505
9,37.767880,-122.426320,1213019428
9,37.764450,-122.426320,1213019367
9,37.757670,-122.425670,1213019306
9,37.751710,-122.425040,1213019246
9,37.750100,-122.425610,1213019186
9,37.750140,-122.425600,1213019126
9,37.751580,-122.427510,1213019066
10,37.751780,-122.427550,1213019035
10,37.755030,-122.427820,1213018982
10,37.759790,-122.428280,1213018911
10,37.764550,-122.428750,1213018856
10,37.765940,-122.430710,1213018793
11,37.749420,-122.401140,1212996221
11,37.748840,-122.404090,1212996195
11,37.759160,-122.406100,1212996135
12,37.780140,-122.403460,1212995872
12,37.779300,-122.404730,1212995852
13,37.789010,-122.410290,1212995038
13,37.789480,-122.414140,1212994976
13,37.790200,-122.417230,1212994951
13,37.795260,-122.418300,1212994796
13,37.798960,-122.419000,1212994736
13,37.804450,-122.420140,1212994681
13,37.806340,-122.422670,1212994623
14,37.791590,-122.410330,1212993655
14,37.791590,-122.410330,1212993635
14,37.793230,-122.401150,1212993550
14,37.793400,-122.399660,1212993490
15,37.789390,-122.407130,1212993245
15,37.793180,-122.407760,1212993185
15,37.793780,-122.410850,1212993125
15,37.793270,-122.415050,1212993065
15,37.793860,-122.419680,1212993005
15,37.798210,-122.420540,1212992943
15,37.800970,-122.422750,1212992883
15,37.806270,-122.423850,1212992823
16,37.802970,-122.443110,1212992458
16,37.801690,-122.443370,1212992393
16,37.802080,-122.443510,1212992281
16,37.801720,-122.443450,1212992265
16,37.799470,-122.438680,1212992199
16,37.799730,-122.432170,1212992138
16,37.791080,-122.408460,1212991875
16,37.791960,-122.402660,1212991827
16,37.792100,-122.397340,1212991754
17,37.787070,-122.418330,1212991389
17,37.787130,-122.418440,1212991384
17,37.787130,-122.418440,1212991370
17,37.788820,-122.420400,1212991310
17,37.790730,-122.420740,1212991260
17,37.792250,-122.421210,1212991216
17,37.795460,-122.421670,1212991155
17,37.798980,-122.422420,1212991106
17,37.803530,-122.423340,1212991040
17,37.805590,-122.422030,1212990975
18,37.804670,-122.436020,1212990579
18,37.802490,-122.436440,1212990523
18,37.800800,-122.434660,1212990465
18,37.797650,-122.433930,1212990408
18,37.794200,-122.433070,1212990337
18,37.790620,-122.432270,1212990277
18,37.788890,-122.432060,1212990256
18,37.787040,-122.431610,1212990191
18,37.785260,-122.432620,1212990131
19,37.782930,-122.468240,1212989566
