00115,2007-01-06T16:34:51+00:00,37.781310,-122.395585
00115,2007-01-06T16:34:55+00:00,37.781386,-122.395801
00115,2007-01-06T16:34:59+00:00,37.781428,-122.395990
00115,2007-01-06T16:35:03+00:00,37.781383,-122.396327
00115,2007-01-06T16:35:07+00:00,37.781510,-122.396727
00115,2007-01-06T16:35:11+00:00,37.782023,-122.397297
00115,2007-01-06T16:35:15+00:00,37.782698,-122.397995
00115,2007-01-06T16:35:19+00:00,37.783114,-122.398510
00115,2007-01-06T16:35:23+00:00,37.783514,-122.398971
00115,2007-01-06T16:35:27+00:00,37.783876,-122.399328
00115,2007-01-06T16:35:31+00:00,37.784202,-122.399687
00115,2007-01-06T16:35:35+00:00,37.784579,-122.400011
00115,2007-01-06T16:35:43+00:00,37.784920,-122.400314
00115,2007-01-06T16:35:47+00:00,37.784668,-122.400357
00115,2007-01-06T16:35:51+00:00,37.784715,-122.400428
00115,2007-01-06T16:35:55+00:00,37.784975,-122.400604
00115,2007-01-06T16:35:59+00:00,37.785254,-122.400916
00115,2007-01-06T16:36:03+00:00,37.785521,-122.401259
00115,2007-01-06T16:36:07+00:00,37.785747,-122.401582
00115,2007-01-06T16:36:11+00:00,37.785911,-122.401845
00115,2007-01-06T16:36:15+00:00,37.785966,-122.401889
00115,2007-01-06T16:37:15+00:00,37.785725,-122.403956
00115,2007-01-06T16:37:23+00:00,37.786185,-122.403832
00115,2007-01-06T16:37:27+00:00,37.787824,-122.403667
00115,2007-01-06T16:37:31+00:00,37.788369,-122.403655
00115,2007-01-06T16:37:35+00:00,37.788502,-122.403727
00115,2007-01-06T16:37:39+00:00,37.788559,-122.403740
00115,2007-01-06T16:37:43+00:00,37.788509,-122.403759
00115,2007-01-06T16:37:47+00:00,37.788656,-122.403878
00115,2007-01-06T16:37:51+00:00,37.789077,-122.404039
00115,2007-01-06T16:37:55+00:00,37.789602,-122.404155
00115,2007-01-06T16:37:59+00:00,37.790038,-122.404135
00115,2007-01-06T16:38:03+00:00,37.790308,-122.404026
00115,2007-01-06T16:38:07+00:00,37.790537,-122.404005
00115,2007-01-06T16:38:11+00:00,37.790754,-122.404034
00115,2007-01-06T16:38:15+00:00,37.790966,-122.404080
00115,2007-01-06T16:38:19+00:00,37.791188,-122.404035
00115,2007-01-06T16:38:23+00:00,37.791698,-122.404093
00115,2007-01-06T16:38:27+00:00,37.792175,-122.404115
00115,2007-01-06T16:38:31+00:00,37.792295,-122.404102
00115,2007-01-06T16:39:43+00:00,37.792071,-122.404381
00115,2007-01-06T16:39:47+00:00,37.791897,-122.404778
00115,2007-01-06T16:39:51+00:00,37.791760,-122.405201
00115,2007-01-06T16:39:55+00:00,37.791635,-122.405583
00115,2007-01-06T16:39:59+00:00,37.791615,-122.405682
00115,2007-01-06T16:40:03+00:00,37.791581,-122.405834
00115,2007-01-06T16:40:07+00:00,37.791565,-122.406174
00115,2007-01-06T16:40:11+00:00,37.791548,-122.406556
00115,2007-01-06T16:40:15+00:00,37.791580,-122.407005
00115,2007-01-06T16:40:19+00:00,37.791483,-122.407390
00115,2007-01-06T16:40:23+00:00,37.791391,-122.407795
00115,2007-01-06T16:40:27+00:00,37.791399,-122.408263
00115,2007-01-06T16:40:31+00:00,37.791342,-122.408750
00115,2007-01-06T16:40:35+00:00,37.791290,-122.409217
00115,2007-01-06T16:40:39+00:00,37.791281,-122.409667
00115,2007-01-06T16:40:43+00:00,37.791280,-122.409980
00115,2007-01-06T16:40:47+00:00,37.791250,-122.410230
00115,2007-01-06T16:40:51+00:00,37.791098,-122.410547
00115,2007-01-06T16:40:55+00:00,37.790959,-122.410900
00115,2007-01-06T16:40:59+00:00,37.790918,-122.411238
00115,2007-01-06T16:41:03+00:00,37.790878,-122.411624
00115,2007-01-06T16:41:07+00:00,37.790856,-122.412019
00115,2007-01-06T16:41:11+00:00,37.790814,-122.412401
00115,2007-01-06T16:41:15+00:00,37.790754,-122.412827
00115,2007-01-06T16:41:19+00:00,37.790674,-122.413278
00115,2007-01-06T16:41:23+00:00,37.790594,-122.413696
00115,2007-01-06T16:41:27+00:00,37.790518,-122.414103
00115,2007-01-06T16:41:31+00:00,37.790434,-122.414553
00115,2007-01-06T16:41:35+00:00,37.790361,-122.414987
00115,2007-01-06T16:41:39+00:00,37.790332,-122.415379
00115,2007-01-06T16:41:43+00:00,37.790334,-122.415521
00115,2007-01-06T16:41:47+00:00,37.790428,-122.415631
00115,2007-01-06T16:41:51+00:00,37.790672,-122.415731
00115,2007-01-06T16:41:55+00:00,37.790978,-122.415778
00115,2007-01-06T16:41:59+00:00,37.791264,-122.415799
00115,2007-01-06T16:42:03+00:00,37.791671,-122.415789
00115,2007-01-06T16:42:07+00:00,37.792022,-122.415835
00115,2007-01-06T16:42:11+00:00,37.792247,-122.415845
00115,2007-01-06T16:42:15+00:00,37.792333,-122.415849
00115,2007-01-06T16:42:19+00:00,37.792644,-122.415914
